EngagementSurvey,DaysLateLast30,Salary,Age,Absences,EmpSatisfaction,YearsOfWork,MaritalDesc,SpecialProjectsCount,PerformanceScore
4.27,0,193881,58,7,5,14,Married,14,Exceeds
2.33,4,121733,37,16,3,16,Separated,5,Needs Improvement
1.82,4,55711,44,7,3,14,Divorced,3,PIP
3.51,3,116444,43,15,5,9,Widowed,5,Needs Improvement
2.07,3,89213,37,10,4,13,Divorced,6,Needs Improvement
1.19,2,72453,33,17,3,9,Separated,4,PIP
4.74,2,47021,39,4,5,14,Single,11,Exceeds
3.32,4,121560,52,6,4,13,Separated,6,Needs Improvement
4.17,2,81807,70,8,5,13,Divorced,11,Exceeds
4.8,2,192637,65,3,5,9,Single,13,Exceeds
4.76,2,63783,43,4,5,11,Separated,12,Exceeds
2.31,2,142265,54,8,4,10,Separated,5,Needs Improvement
4.39,0,82653,72,6,4,8,Single,6,Fully Meets
4.07,1,174528,33,2,5,15,Single,10,Exceeds
4.54,1,166652,45,1,5,9,Married,13,Exceeds
4.45,1,71873,47,6,5,17,Married,7,Fully Meets
2.06,2,113368,56,15,5,14,Divorced,7,Needs Improvement
3.01,2,53382,57,7,5,8,Married,6,Needs Improvement
4.28,2,180736,57,2,5,8,Single,15,Exceeds
4.08,1,203663,56,5,5,12,Married,11,Exceeds
1.34,4,66146,37,18,5,16,Separated,6,PIP
1.14,5,58321,45,18,2,12,Single,4,PIP
4.95,1,137542,59,7,5,12,Single,13,Exceeds
4.1,1,150977,37,10,4,9,Married,8,Fully Meets
4.45,3,121754,65,9,4,10,Married,8,Fully Meets
2.57,4,70727,43,5,3,11,Divorced,3,PIP
4.11,1,86018,69,7,5,8,Single,14,Exceeds
3.16,3,111263,46,13,4,7,Widowed,6,Needs Improvement
4.78,0,130604,59,6,5,11,Single,12,Exceeds
2.37,3,62311,33,7,4,16,Divorced,6,Needs Improvement
2.98,3,54051,36,5,4,12,Separated,6,Needs Improvement
4.17,0,186619,34,2,5,17,Single,12,Exceeds
2.38,7,51472,32,13,4,9,Divorced,3,PIP
4.91,0,154386,61,9,5,9,Single,7,Fully Meets
4.31,2,138210,53,2,5,12,Single,13,Exceeds
4.9,3,217609,56,2,5,10,Married,14,Exceeds
2.44,2,121596,32,6,3,17,Divorced,6,Needs Improvement
4.17,1,159102,59,3,4,13,Single,10,Fully Meets
4.39,2,145986,67,7,5,7,Single,11,Exceeds
4.5,0,103127,46,6,5,13,Single,14,Exceeds
4.61,3,58369,37,3,5,12,Single,15,Exceeds
1.98,3,55714,50,12,2,7,Separated,5,PIP
1.6,5,70378,34,8,4,17,Separated,0,PIP
2.6,5,73934,59,11,1,14,Divorced,5,PIP
4.32,1,66406,68,3,5,12,Married,11,Exceeds
4.82,0,181150,55,6,5,17,Married,10,Exceeds
3.93,2,147996,45,4,5,8,Divorced,7,Needs Improvement
3.72,2,116957,58,9,4,8,Widowed,7,Needs Improvement
4.05,0,137087,45,8,4,10,Single,9,Fully Meets
3.1,2,82191,43,4,3,15,Separated,5,Needs Improvement
4.92,3,121162,40,5,4,14,Married,8,Fully Meets
3.51,3,94812,53,9,4,13,Separated,6,Needs Improvement
4.73,2,220371,31,8,4,16,Married,9,Fully Meets
4.77,3,105464,55,8,5,17,Married,13,Exceeds
2.67,3,80378,43,7,3,12,Divorced,4,Needs Improvement
2.78,3,80021,47,12,5,13,Widowed,5,Needs Improvement
4.85,0,187355,53,5,4,13,Single,8,Fully Meets
3.53,3,64204,59,7,3,16,Divorced,7,Needs Improvement
1.15,4,57757,46,5,5,9,Divorced,5,PIP
3.71,2,136362,57,17,4,11,Widowed,6,Needs Improvement
3.06,2,71210,52,10,4,14,Widowed,8,Needs Improvement
1.17,4,50560,59,20,4,13,Divorced,1,PIP
3.05,3,63962,34,2,3,14,Divorced,8,Needs Improvement
4.51,2,189974,57,9,5,17,Married,7,Fully Meets
2.82,3,87291,56,10,4,14,Separated,7,Needs Improvement
4.14,1,80277,62,3,5,12,Married,10,Fully Meets
4.19,3,153835,67,3,5,9,Single,8,Fully Meets
2.23,6,70243,45,11,3,9,Separated,3,PIP
4.32,3,146792,57,7,5,14,Single,8,Fully Meets
2.42,4,107289,35,13,5,15,Divorced,7,Needs Improvement
2.89,3,65076,48,10,4,9,Separated,1,PIP
4.53,1,88591,57,2,5,10,Married,8,Fully Meets
4.52,3,176308,33,7,5,12,Single,14,Exceeds
4.64,1,191930,59,7,5,12,Single,8,Fully Meets
3.47,3,143570,47,12,4,16,Widowed,7,Needs Improvement
1.41,5,62719,58,12,1,9,Divorced,1,PIP
4.72,2,222616,56,5,4,9,Divorced,8,Fully Meets
3.92,4,83118,36,10,5,16,Separated,6,Needs Improvement
4.25,1,132326,56,0,5,11,Married,13,Exceeds
4.05,0,162521,56,10,5,9,Single,8,Fully Meets
4.98,1,61984,44,5,5,16,Single,15,Exceeds
4.78,2,59915,46,6,4,14,Married,9,Fully Meets
4.88,1,67806,42,9,4,14,Single,7,Fully Meets
4.87,3,187063,32,2,5,10,Separated,9,Fully Meets
3.69,3,128648,45,15,3,14,Separated,7,Needs Improvement
4.51,2,71714,59,1,5,12,Married,12,Exceeds
4.08,1,164205,55,4,5,12,Single,14,Exceeds
2.46,3,144205,41,14,4,7,Divorced,5,Needs Improvement
3.62,2,146628,38,13,5,7,Widowed,4,Needs Improvement
2.01,3,72621,33,11,5,15,Married,4,Needs Improvement
1.84,3,60605,47,10,5,15,Divorced,6,PIP
1.95,4,46743,41,24,2,8,Divorced,4,PIP
2.15,6,61837,59,9,3,7,Separated,0,PIP
3.43,3,123889,58,15,3,14,Divorced,5,Needs Improvement
4.25,3,134321,63,4,5,14,Married,6,Fully Meets
4.39,1,130905,56,3,4,13,Single,7,Fully Meets
2.21,4,105182,49,13,4,9,Single,8,Needs Improvement
1.89,6,74863,51,13,5,14,Separated,2,PIP
2.04,3,147432,35,7,4,12,Separated,5,Needs Improvement
2.1,4,98119,37,6,4,10,Widowed,5,Needs Improvement
3.06,4,92492,54,4,5,16,Separated,5,Needs Improvement
4.61,0,85774,47,6,5,7,Single,11,Exceeds
4.14,2,208453,52,3,5,14,Married,10,Exceeds
3.73,2,81493,38,2,3,8,Separated,5,Needs Improvement
3.18,6,63058,45,22,4,15,Separated,1,PIP
4.18,2,82086,60,7,5,10,Single,12,Exceeds
4.42,2,81132,49,4,5,7,Married,13,Exceeds
4.11,1,136484,60,9,4,10,Married,8,Fully Meets
4.09,1,94266,69,8,4,9,Single,8,Fully Meets
4.82,3,134838,69,2,4,11,Single,6,Fully Meets
2.16,6,56935,44,15,4,16,Divorced,5,PIP
4.57,1,142426,49,4,5,11,Married,10,Exceeds
4.41,2,203682,46,3,5,16,Divorced,13,Exceeds
4.17,3,54351,48,4,5,12,Married,11,Exceeds
4.43,2,157451,57,9,4,14,Single,9,Fully Meets
2.14,3,67535,57,13,4,8,Divorced,3,PIP
2.1,3,130820,42,2,5,14,Separated,8,Needs Improvement
3.01,6,69334,42,12,5,17,Divorced,5,PIP
4.0,3,67192,57,7,5,15,Separated,8,Needs Improvement
2.43,6,53273,35,7,4,12,Separated,1,PIP
2.57,2,74715,48,7,3,15,Widowed,6,Needs Improvement
4.35,1,201570,57,6,4,16,Single,9,Fully Meets
4.57,1,156957,33,9,4,9,Single,7,Fully Meets
4.08,2,127047,56,5,4,11,Married,7,Fully Meets
1.84,5,68794,55,9,1,9,Separated,2,PIP
4.3,2,57151,66,6,5,14,Divorced,11,Exceeds
4.07,3,150454,56,2,5,14,Married,11,Exceeds
4.29,2,49404,56,8,5,13,Separated,7,Fully Meets
4.0,2,192855,35,1,5,8,Married,15,Exceeds
4.02,3,104948,46,2,5,16,Married,11,Exceeds
4.91,3,129842,38,8,4,12,Married,9,Fully Meets
3.85,3,92888,45,6,4,7,Married,6,Needs Improvement
2.12,4,86767,45,10,5,14,Separated,8,Needs Improvement
4.11,0,121889,52,7,5,14,Single,9,Fully Meets
4.54,2,48634,35,4,5,10,Married,6,Fully Meets
3.69,2,139072,40,10,4,12,Separated,8,Needs Improvement
2.53,3,120704,35,11,5,16,Widowed,7,Needs Improvement
4.01,0,96943,59,1,5,16,Single,12,Exceeds
4.83,1,57396,50,9,4,9,Married,7,Fully Meets
3.72,4,103177,45,16,3,10,Separated,7,Needs Improvement
2.08,3,47679,30,10,3,15,Divorced,1,PIP
1.21,4,55858,36,15,2,17,Separated,3,PIP
4.44,1,196645,44,7,5,10,Single,13,Exceeds
4.02,2,128684,49,4,4,17,Married,7,Fully Meets
2.93,3,59222,44,11,5,14,Divorced,4,Needs Improvement
4.9,2,209939,34,5,5,14,Married,9,Fully Meets
2.36,6,74108,43,4,3,5,Divorced,6,PIP
3.66,3,52569,58,16,3,12,Divorced,5,Needs Improvement
4.35,3,177397,54,0,5,7,Married,11,Exceeds
4.88,0,184514,40,1,5,17,Single,12,Exceeds
1.68,6,45044,38,15,5,17,Divorced,6,PIP
4.45,3,58624,53,5,5,7,Married,9,Fully Meets
2.18,5,45131,44,21,2,13,Separated,6,PIP
2.62,2,136287,58,9,5,10,Divorced,6,Needs Improvement
3.09,3,54070,49,25,2,11,Separated,1,PIP
1.7,5,53112,55,22,2,9,Divorced,1,PIP
4.42,2,183385,44,6,4,16,Single,10,Fully Meets
2.02,3,127318,48,10,5,11,Divorced,8,Needs Improvement
4.01,2,136905,62,7,5,11,Single,9,Fully Meets
4.64,0,173837,46,10,5,9,Single,8,Fully Meets
4.18,0,86520,37,8,5,8,Married,9,Fully Meets
4.12,0,122687,51,10,5,8,Married,10,Fully Meets
4.22,0,104676,38,6,5,9,Separated,12,Exceeds
4.31,1,49172,63,4,5,8,Divorced,13,Exceeds
3.32,3,66795,44,6,4,15,Married,6,Needs Improvement
2.06,3,145543,33,8,4,14,Widowed,4,Needs Improvement
4.22,2,118517,32,4,4,12,Single,8,Fully Meets
2.93,5,49563,56,11,4,13,Separated,3,PIP
2.59,2,138129,58,8,5,15,Widowed,7,Needs Improvement
1.46,6,71211,45,24,3,12,Single,2,PIP
2.5,3,126601,40,11,5,9,Separated,4,Needs Improvement
1.29,4,67227,54,5,2,5,Divorced,4,PIP
4.19,1,216101,54,4,5,8,Married,14,Exceeds
4.09,2,60505,38,3,5,15,Married,11,Exceeds
4.14,2,143920,38,2,4,7,Divorced,10,Fully Meets
4.22,2,223663,58,1,5,14,Married,13,Exceeds
4.23,1,152632,43,9,5,13,Married,7,Fully Meets
4.81,2,161181,53,7,5,13,Married,12,Exceeds
1.53,4,57353,32,4,2,11,Separated,3,PIP
4.44,3,85052,63,5,5,16,Married,14,Exceeds
4.7,1,84590,67,3,5,14,Single,13,Exceeds
4.94,1,72577,41,9,4,8,Single,9,Fully Meets
4.32,1,192891,55,0,5,12,Married,11,Exceeds
2.35,4,115948,38,3,3,12,Widowed,5,Needs Improvement
4.35,1,83932,58,8,5,13,Single,12,Exceeds
4.57,3,198600,46,5,4,14,Married,6,Fully Meets
4.93,0,163340,43,9,4,12,Divorced,10,Fully Meets
4.73,1,60942,64,7,5,13,Married,13,Exceeds
4.5,2,154699,41,1,5,14,Married,10,Exceeds
3.12,2,139221,43,7,3,15,Widowed,7,Needs Improvement
4.02,1,127379,53,8,4,16,Married,8,Fully Meets
2.98,3,82685,46,3,5,12,Widowed,7,Needs Improvement
2.58,4,68835,39,19,2,8,Separated,4,PIP
2.8,3,52967,38,7,1,12,Divorced,0,PIP
2.81,3,85109,32,11,4,15,Divorced,5,Needs Improvement
1.24,7,53677,55,10,3,10,Separated,6,PIP
3.81,3,75720,40,8,5,13,Widowed,7,Needs Improvement
2.19,2,95535,54,11,4,7,Divorced,7,Needs Improvement
2.53,6,60012,43,9,4,16,Divorced,6,PIP
1.13,2,51146,39,16,3,7,Separated,1,PIP
4.7,1,195615,65,7,4,8,Married,7,Fully Meets
3.82,2,54495,52,11,5,9,Separated,5,Needs Improvement
2.81,3,121141,41,8,4,8,Widowed,4,Needs Improvement
3.47,3,93713,55,17,5,12,Married,7,Needs Improvement
1.5,4,68668,50,22,1,6,Separated,2,PIP
4.75,3,143051,64,5,5,14,Married,12,Exceeds
2.25,4,54940,54,16,1,10,Separated,6,PIP
2.29,6,73431,45,22,3,5,Divorced,4,PIP
4.49,1,120728,32,9,4,17,Married,8,Fully Meets
2.76,2,129771,54,3,4,16,Widowed,5,Needs Improvement
4.58,1,193694,44,6,4,8,Single,6,Fully Meets
3.15,3,150056,52,3,3,12,Separated,5,Needs Improvement
4.45,0,64616,70,2,5,15,Married,14,Exceeds
4.98,2,67504,53,7,4,15,Separated,10,Fully Meets
4.54,2,45610,52,2,5,13,Separated,9,Fully Meets
3.1,2,53701,46,21,3,9,Separated,1,PIP
4.08,0,172228,65,2,5,9,Single,12,Exceeds
3.63,2,114809,44,16,4,13,Separated,8,Needs Improvement
4.17,3,91026,38,3,5,14,Separated,12,Exceeds
3.16,3,71864,56,15,3,9,Single,6,Needs Improvement
3.53,3,77727,47,12,3,10,Widowed,8,Needs Improvement
3.78,2,125541,41,12,4,13,Widowed,5,Needs Improvement
4.84,2,154322,52,7,5,10,Married,13,Exceeds
4.84,3,45839,44,7,5,12,Single,13,Exceeds
4.89,1,112194,66,5,5,14,Married,13,Exceeds
4.53,1,77224,62,2,5,11,Single,8,Fully Meets
4.36,3,93370,71,5,5,15,Married,12,Exceeds
1.3,7,61611,40,22,3,8,Divorced,2,PIP
3.1,5,70409,55,16,2,15,Separated,4,PIP
2.84,2,69612,42,6,3,9,Widowed,8,Needs Improvement
1.44,6,66419,36,19,4,14,Single,5,PIP
3.37,3,74067,37,17,5,9,Divorced,5,Needs Improvement
2.16,6,58731,60,7,3,15,Divorced,2,PIP
2.79,2,54078,43,5,3,8,Separated,6,Needs Improvement
4.04,3,205549,54,3,5,13,Single,13,Exceeds
4.3,2,129055,67,4,5,10,Single,13,Exceeds
4.93,1,88197,40,3,5,13,Married,10,Fully Meets
4.66,3,185108,58,4,5,8,Single,11,Exceeds
4.78,1,168448,67,2,4,16,Married,8,Fully Meets
2.65,3,136949,55,13,4,14,Widowed,7,Needs Improvement
4.35,3,54637,61,5,4,10,Separated,6,Fully Meets
1.86,5,59168,45,14,2,12,Separated,6,PIP
2.6,6,63981,53,6,4,10,Divorced,5,PIP
1.29,6,66396,52,19,4,8,Divorced,3,PIP
2.2,4,51556,35,8,3,17,Separated,6,Needs Improvement
2.99,4,96828,41,17,4,11,Married,7,Needs Improvement
2.07,5,73321,38,15,3,12,Separated,4,PIP
2.66,2,122742,34,5,3,9,Widowed,7,Needs Improvement
2.21,3,133926,34,15,3,9,Separated,7,Needs Improvement
4.98,1,182086,56,4,5,10,Married,14,Exceeds
2.0,3,140109,37,15,4,14,Divorced,4,Needs Improvement
2.9,3,99144,40,14,5,16,Separated,6,Needs Improvement
4.75,1,93515,57,8,5,8,Married,8,Fully Meets
4.68,1,140265,50,5,5,17,Single,9,Fully Meets
4.71,2,80259,63,9,5,11,Married,7,Fully Meets
1.2,6,51626,41,6,2,13,Divorced,2,PIP
3.45,4,89956,43,16,5,16,Widowed,5,Needs Improvement
2.86,4,123448,40,11,4,15,Married,4,Needs Improvement
4.52,3,180945,55,9,4,10,Single,6,Fully Meets
4.9,0,93968,44,1,5,11,Single,13,Exceeds
2.81,4,65305,38,9,3,12,Single,2,PIP
4.43,3,137000,52,3,5,15,Single,8,Fully Meets
1.5,2,47452,38,7,3,16,Divorced,4,PIP
4.43,1,153516,43,6,5,16,Single,12,Exceeds
4.93,1,47932,56,4,5,14,Married,13,Exceeds
2.29,6,46081,42,23,1,16,Separated,0,PIP
4.37,2,135654,50,6,5,10,Married,6,Fully Meets
2.57,2,80051,34,4,5,12,Separated,6,Needs Improvement
2.64,3,45708,38,23,2,8,Divorced,4,PIP
1.62,6,50213,37,3,2,11,Married,1,PIP
4.17,1,151540,62,4,4,14,Married,9,Fully Meets
4.72,1,211699,47,4,4,14,Married,10,Fully Meets
3.82,3,75535,42,10,3,11,Separated,6,Needs Improvement
3.87,2,145484,32,5,5,9,Divorced,5,Needs Improvement
4.26,2,186742,34,7,5,15,Single,9,Fully Meets
4.69,2,97706,39,2,5,11,Married,8,Fully Meets
4.8,3,194748,47,1,5,8,Married,13,Exceeds
4.2,1,148880,54,2,5,12,Single,8,Fully Meets
4.97,0,216817,41,2,4,13,Single,8,Fully Meets
4.96,3,166302,40,8,4,13,Divorced,8,Fully Meets
4.16,2,127629,53,3,4,13,Married,9,Fully Meets
4.28,1,108007,32,2,5,9,Married,12,Exceeds
4.15,1,65807,41,7,5,9,Married,7,Fully Meets
4.78,2,119940,69,6,5,12,Married,10,Fully Meets
2.56,3,70702,42,13,3,13,Widowed,4,Needs Improvement
2.18,4,50834,43,6,4,11,Widowed,5,Needs Improvement
4.05,0,119697,32,4,5,17,Married,10,Exceeds
3.38,3,120322,35,3,5,16,Widowed,6,Needs Improvement
4.28,2,216879,33,2,5,7,Single,9,Fully Meets
3.89,2,81631,35,2,3,11,Widowed,8,Needs Improvement
3.21,3,131959,41,11,3,10,Separated,5,Needs Improvement
4.1,2,91311,71,6,5,13,Married,11,Exceeds
3.11,2,95373,55,13,3,13,Widowed,5,Needs Improvement
4.57,3,169585,46,7,5,12,Married,9,Fully Meets
4.36,2,189698,68,4,5,13,Single,13,Exceeds
4.85,1,101544,47,3,4,9,Married,7,Fully Meets
1.57,3,46102,32,6,3,6,Divorced,1,PIP
4.23,0,158417,63,5,5,17,Married,9,Fully Meets
2.33,4,130523,44,13,5,16,Widowed,5,Needs Improvement
4.76,0,64816,69,2,5,9,Married,10,Exceeds
1.47,5,53222,32,7,4,13,Divorced,6,PIP
2.29,3,129920,52,8,4,8,Separated,7,Needs Improvement
4.28,0,123229,55,3,5,11,Single,8,Fully Meets
1.66,4,54126,47,19,2,15,Married,3,PIP
3.66,4,98123,49,7,3,10,Divorced,8,Needs Improvement
3.43,2,116397,37,5,3,8,Divorced,6,Needs Improvement
4.35,1,118823,50,4,5,12,Married,8,Fully Meets
3.85,3,142160,54,16,4,15,Widowed,4,Needs Improvement
2.99,2,72274,55,3,4,14,Widowed,4,Needs Improvement
4.2,1,154948,49,3,5,12,Single,14,Exceeds
2.42,2,45304,37,17,4,14,Separated,0,PIP
3.3,4,103167,49,11,4,8,Divorced,6,Needs Improvement
4.88,0,134715,60,5,5,13,Married,10,Fully Meets
1.8,5,64324,44,6,2,16,Separated,2,PIP
4.63,2,65278,66,7,4,9,Single,8,Fully Meets
4.74,2,121060,56,3,5,12,Married,9,Fully Meets
2.82,3,141679,56,3,4,9,Separated,7,Needs Improvement
1.71,6,54469,43,18,4,7,Divorced,1,PIP
4.24,3,193321,58,4,5,12,Separated,14,Exceeds
4.88,1,194455,68,4,4,15,Separated,8,Fully Meets
4.37,1,120110,51,2,5,15,Married,13,Exceeds
4.84,1,188735,32,8,5,7,Single,9,Fully Meets
3.3,3,86063,32,15,5,15,Widowed,5,Needs Improvement
2.29,3,78884,38,6,4,16,Separated,6,Needs Improvement
4.09,2,46834,58,5,5,11,Single,11,Exceeds
4.83,2,140755,48,5,5,10,Single,11,Exceeds
4.27,1,172555,49,6,5,9,Married,6,Fully Meets
2.22,3,89767,50,16,3,7,Separated,5,Needs Improvement
3.96,3,106700,47,17,4,8,Widowed,6,Needs Improvement
4.0,0,118129,36,1,5,7,Married,12,Exceeds
4.92,2,211667,48,8,4,11,Married,10,Fully Meets
4.95,1,95811,32,6,5,7,Married,9,Fully Meets
2.13,3,63611,42,11,5,14,Separated,6,Needs Improvement
2.33,5,73819,47,22,2,16,Divorced,3,PIP
4.97,0,126605,32,5,5,13,Single,11,Exceeds
3.12,6,69572,41,11,3,11,Divorced,3,PIP
2.08,2,73543,34,14,5,15,Single,0,PIP
1.7,3,54281,48,14,5,9,Separated,4,PIP
5.0,2,188486,47,9,5,16,Married,6,Fully Meets
1.85,2,45041,60,14,4,15,Divorced,2,PIP
4.23,2,198597,43,5,5,7,Married,8,Fully Meets
5.0,2,194126,34,3,5,9,Married,14,Exceeds
4.63,2,81687,57,5,5,9,Divorced,14,Exceeds
4.77,0,169520,50,3,5,8,Single,14,Exceeds
4.57,1,185708,50,0,5,12,Single,11,Exceeds
3.07,3,108837,38,15,4,10,Divorced,5,Needs Improvement
2.8,5,70281,54,10,3,11,Separated,1,PIP
1.93,6,55938,56,24,5,9,Separated,1,PIP
4.01,2,104647,63,3,4,9,Single,6,Fully Meets
4.38,2,52835,37,7,5,10,Married,9,Fully Meets
4.97,1,200456,38,7,5,15,Single,14,Exceeds
4.33,1,152983,36,10,4,10,Separated,8,Fully Meets
4.73,2,137882,40,7,5,11,Married,9,Fully Meets
1.28,4,70967,57,6,5,5,Divorced,3,PIP
4.74,3,52319,72,3,5,15,Single,15,Exceeds
1.48,6,47405,49,21,1,13,Widowed,0,PIP
4.85,3,126717,70,6,5,9,Married,8,Fully Meets
4.69,2,161647,43,6,5,15,Married,14,Exceeds
1.64,4,74436,30,15,3,11,Divorced,5,PIP
4.54,0,168068,34,6,5,8,Single,14,Exceeds
2.14,2,63018,53,11,4,10,Separated,5,Needs Improvement
4.24,2,46188,42,6,5,9,Separated,10,Exceeds
4.71,2,160637,58,3,5,15,Married,12,Exceeds
2.45,5,53805,40,16,5,14,Separated,2,PIP
4.19,1,159096,53,8,5,10,Married,10,Exceeds
4.47,2,97229,32,3,5,14,Single,10,Fully Meets
1.33,7,63233,47,21,3,16,Divorced,2,PIP
3.42,2,112184,49,13,5,15,Married,7,Needs Improvement
3.03,3,95719,54,15,3,8,Separated,5,Needs Improvement
4.12,0,143418,71,8,4,10,Married,8,Fully Meets
4.09,1,131612,61,5,5,15,Separated,13,Exceeds
4.31,0,160656,71,2,5,12,Single,11,Exceeds
4.82,0,82795,32,6,5,11,Single,10,Exceeds
4.81,1,58226,42,10,4,7,Married,8,Fully Meets
1.77,7,61161,51,8,2,8,Separated,3,PIP
4.12,3,93356,61,2,5,9,Married,13,Exceeds
2.53,4,93826,57,10,3,17,Separated,6,Needs Improvement
2.27,4,63047,57,13,2,15,Divorced,1,PIP
2.37,4,55360,42,7,5,10,Separated,5,PIP
2.5,4,67628,31,24,2,7,Divorced,3,PIP
4.4,2,182344,57,5,5,16,Married,7,Fully Meets
4.99,0,88446,56,2,4,8,Married,10,Fully Meets
4.39,0,176659,62,5,5,9,Married,12,Exceeds
1.44,2,60501,42,11,4,10,Divorced,3,PIP
4.21,3,154705,54,3,5,14,Married,13,Exceeds
4.89,2,70016,36,7,5,11,Separated,15,Exceeds
1.18,4,63323,32,15,2,7,Divorced,3,PIP
4.31,1,54613,32,8,4,10,Married,9,Fully Meets
4.1,1,144708,68,9,4,9,Married,9,Fully Meets
4.65,1,184465,31,7,5,7,Married,7,Fully Meets
4.69,1,60769,61,3,5,8,Single,11,Exceeds
4.39,1,84135,42,5,5,10,Single,10,Exceeds
1.37,2,45004,37,20,1,11,Separated,5,PIP
4.15,0,224270,70,9,4,9,Married,9,Fully Meets
1.73,6,67257,52,10,5,10,Divorced,5,PIP
4.27,1,189494,47,7,5,10,Separated,13,Exceeds
4.42,3,169266,65,5,5,14,Single,10,Fully Meets
3.31,3,97984,50,10,5,17,Widowed,7,Needs Improvement
3.03,3,131271,53,16,3,13,Single,4,Needs Improvement
4.13,2,190783,65,8,5,14,Single,14,Exceeds
4.15,0,55015,57,3,5,17,Single,10,Exceeds
2.79,2,51838,41,4,4,9,Divorced,6,Needs Improvement
4.51,1,197278,42,8,5,17,Divorced,9,Fully Meets
1.13,3,51860,41,9,3,11,Separated,4,PIP
4.91,1,207605,46,7,5,12,Married,9,Fully Meets
4.96,2,169279,39,4,5,17,Separated,6,Fully Meets
4.91,2,191357,47,5,5,10,Married,12,Exceeds
4.42,1,135026,39,3,5,12,Single,13,Exceeds
4.95,0,195216,55,4,5,8,Single,11,Exceeds
2.96,2,56763,42,12,5,16,Separated,7,Needs Improvement
2.85,3,53772,40,14,3,14,Divorced,6,Needs Improvement
4.58,2,139187,60,3,5,8,Single,14,Exceeds
4.89,1,151085,53,7,5,12,Single,10,Exceeds
2.68,4,146051,57,12,5,9,Widowed,5,Needs Improvement
3.44,4,124586,57,3,4,9,Married,6,Needs Improvement
2.02,7,45655,32,10,3,12,Separated,5,PIP
2.65,3,141123,48,2,3,10,Divorced,7,Needs Improvement
2.34,3,71136,52,5,5,9,Separated,7,Needs Improvement
1.51,2,56596,56,21,2,8,Divorced,2,PIP
3.21,3,116177,34,6,4,12,Divorced,5,Needs Improvement
3.21,4,111637,51,15,4,14,Separated,5,Needs Improvement
4.19,1,133595,50,0,5,16,Single,13,Exceeds
4.38,1,103905,64,1,5,11,Single,14,Exceeds
4.53,2,179768,39,8,4,8,Married,8,Fully Meets
4.37,1,111843,57,9,4,8,Single,9,Fully Meets
4.64,1,180834,52,3,5,10,Married,8,Fully Meets
4.48,0,184659,56,4,5,14,Single,9,Fully Meets
4.6,0,104352,66,5,4,10,Single,9,Fully Meets
2.44,7,62576,42,18,3,13,Divorced,4,PIP
4.28,1,155210,67,5,5,12,Single,8,Fully Meets
1.7,4,57409,42,3,5,9,Divorced,6,PIP
4.75,1,51217,36,3,5,8,Single,12,Exceeds
4.98,0,114219,66,9,4,8,Divorced,6,Fully Meets
4.81,0,171295,50,6,5,16,Married,12,Exceeds
2.45,3,79594,44,17,5,13,Divorced,6,Needs Improvement
4.79,3,73764,62,5,5,15,Married,8,Fully Meets
4.16,2,108145,65,9,5,12,Separated,6,Fully Meets
2.58,2,77692,41,15,4,13,Divorced,5,Needs Improvement
4.15,2,49692,63,7,5,12,Married,10,Exceeds
4.39,1,106445,33,10,5,12,Married,6,Fully Meets
1.93,7,45351,54,4,3,6,Divorced,0,PIP
4.65,1,143354,49,6,5,14,Single,13,Exceeds
4.29,0,113262,46,5,5,16,Single,14,Exceeds
4.97,0,172419,59,5,5,9,Married,10,Fully Meets
3.6,3,148918,48,8,4,10,Divorced,7,Needs Improvement
2.41,2,115242,58,6,5,10,Separated,4,Needs Improvement
3.89,3,142025,41,3,3,12,Divorced,5,Needs Improvement
3.72,4,149828,40,8,4,9,Widowed,5,Needs Improvement
2.59,7,68778,39,6,2,6,Separated,5,PIP
4.66,2,111379,59,7,4,17,Separated,8,Fully Meets
1.95,6,73252,44,16,5,10,Divorced,5,PIP
4.94,1,177239,42,7,4,7,Single,8,Fully Meets
2.55,6,46550,33,19,3,10,Separated,1,PIP
4.29,2,56867,70,8,5,9,Married,10,Fully Meets
2.17,2,49224,32,25,5,15,Separated,2,PIP
4.05,2,135002,57,6,5,12,Single,8,Fully Meets
3.71,2,122698,56,9,3,8,Widowed,7,Needs Improvement
4.76,2,48743,68,3,5,13,Married,7,Fully Meets
4.0,0,79275,60,4,5,8,Single,9,Fully Meets
2.8,5,71820,33,5,4,12,Separated,2,PIP
3.79,3,70058,43,3,5,15,Widowed,8,Needs Improvement
4.88,0,77087,56,3,5,13,Married,10,Fully Meets
2.84,2,128688,44,11,3,13,Single,5,Needs Improvement
2.55,3,98114,44,13,4,15,Widowed,5,Needs Improvement
4.79,2,79795,56,7,4,16,Single,7,Fully Meets
3.05,2,78870,34,3,4,16,Widowed,6,Needs Improvement
3.88,2,81766,53,3,5,13,Separated,6,Needs Improvement
2.94,3,123649,56,16,3,9,Separated,4,Needs Improvement
1.8,4,59934,50,4,3,10,Divorced,4,PIP
2.08,2,90285,37,8,5,9,Widowed,5,Needs Improvement
4.94,3,63512,38,3,5,12,Separated,14,Exceeds
2.89,3,58179,38,14,4,9,Separated,4,Needs Improvement
2.23,2,80791,57,9,3,13,Divorced,6,Needs Improvement
1.51,3,67158,31,18,1,7,Separated,3,PIP
4.23,1,116483,33,8,5,14,Single,7,Fully Meets
2.64,3,115503,52,14,3,11,Separated,7,Needs Improvement
